,label
74399,1
36870,0
40451,0
2856,0
86047,1
21478,0
85887,1
62896,1
115064,1
72996,0
95940,1
11485,0
6850,0
79170,0
6329,0
11769,0
68413,1
26610,0
35120,0
28361,0
42209,0
81611,1
46039,0
31676,0
38677,0
7722,1
45530,0
29415,0
75077,1
117990,1
29315,0
24706,0
111641,0
79467,1
64926,1
64994,1
52554,1
76244,0
57638,1
25437,0
65775,1
37877,0
1825,1
2799,1
48446,1
36900,0
38391,0
113194,1
118618,1
105290,1
75787,1
3876,1
11279,0
109873,0
5301,1
106381,1
49075,1
111017,0
83734,0
26243,0
32056,0
102184,1
50089,1
17388,0
137376,1
47414,0
11447,1
80858,1
127275,1
84810,1
45917,0
31707,0
530,0
166553,1
90076,1
62340,1
86762,1
71751,1
11621,1
16827,0
3149,1
50012,1
135734,1
108300,1
110490,1
94085,1
94886,1
122406,1
45382,0
10594,1
32285,0
41502,0
40617,0
4078,1
68486,0
81337,1
34192,0
6342,1
11696,1
83982,1
28858,0
6585,1
3881,0
23738,0
10611,1
42539,0
21840,0
45881,0
68112,1
3612,0
37681,0
32827,0
7321,1
28301,0
79518,0
46346,1
5799,0
16099,0
82542,0
20785,0
11906,0
3392,1
111430,1
54296,1
21907,0
35930,0
56083,1
91908,1
16066,0
4043,1
9127,0
91356,1
7274,1
30911,0
44331,0
46153,1
32140,0
15752,0
28933,0
80731,1
93613,1
98266,0
2598,1
11270,0
22220,0
11479,1
41075,0
40055,0
21490,0
43438,0
81044,1
144824,1
101903,0
102558,1
36639,0
137343,1
118658,1
106099,1
7870,1
30696,0
6546,1
171486,1
40447,0
14055,0
4023,1
75333,0
9469,0
82112,0
36185,0
53764,1
69291,0
46449,1
130060,1
44678,0
135554,1
74178,0
19878,0
7714,1
46415,0
3068,0
28417,0
54780,1
89532,1
86567,0
8227,0
135117,1
201,0
26857,0
23381,0
38881,0
32635,0
119438,1
11473,1
77135,0
19749,0
31245,0
55406,1
11460,0
81408,0
30977,0
155763,1
16715,0
29893,0
22654,0
67859,0
78648,0
85776,1
38716,0
3344,1
143899,1
46063,0
164945,1
112292,0
78929,1
23599,0
27149,0
40433,0
20795,0
33093,0
45906,0
33767,0
41692,0
110219,1
4662,1
109388,1
83839,0
72701,1
3917,1
22011,0
37869,0
32957,0
91970,1
98076,1
39719,0
25239,0
10275,1
40354,0
66673,0
32390,0
28364,0
40572,0
45206,0
75072,0
1478,0
6425,1
58392,1
42134,0
6762,1
143043,1
3217,1
72719,1
99701,1
34905,0
22791,0
55255,1
83221,1
22660,0
130538,1
72062,0
34813,0
95861,1
166948,1
34232,0
43250,0
20200,0
74380,0
96251,1
168324,1
7653,1
81383,0
23158,0
19561,0
11942,0
77102,0
29592,0
51070,1
77614,1
111356,0
22267,0
27493,0
60469,1
8958,1
66429,1
8351,1
23383,0
96938,1
85468,1
125533,1
1290,0
46326,0
47570,1
75427,0
21818,0
36040,0
28872,0
66820,1
2311,1
24870,0
71022,0
73744,0
2877,1
125063,1
34358,0
125741,1
71230,0
16802,0
76369,1
111707,1
7133,1
69272,0
33559,0
55808,1
122083,1
8021,0
55389,1
422,1
47188,0
43053,0
28383,0
54740,1
24643,0
99994,1
2819,1
90195,1
77840,0
30618,0
41230,0
75033,1
59881,1
34832,0
113977,0
93213,1
48123,1
5753,1
24885,0
42944,0
150233,1
34707,0
70329,1
9160,1
114804,0
70271,1
68312,0
40333,0
869,1
115337,1
46830,0
21622,0
56510,1
146712,1
39851,0
55988,1
124372,1
38902,0
5547,0
5710,1
4295,1
110656,1
101771,0
17228,0
11510,1
90765,1
81456,1
5358,1
102226,1
29,0
28498,0
92623,1
128306,1
7826,1
1844,1
69723,1
104186,0
104209,0
65727,1
34836,0
56651,1
111537,1
16691,0
49879,1
55972,1
101503,1
10495,0
491,1
58825,1
3169,0
5929,0
7337,1
17846,0
140449,1
26532,0
32343,0
40978,0
50863,1
108125,1
62946,1
4690,0
11198,1
50016,1
24897,0
119170,1
3556,0
48181,1
112418,1
38512,0
8951,1
5738,1
151291,1
26478,0
99099,1
20346,0
113891,0
61758,1
66825,0
166449,1
110169,1
90579,0
116101,1
98,0
99611,1
45755,1
43119,0
128973,1
82451,1
61311,1
43159,0
25049,0
4091,1
85655,1
16011,0
77378,1
70433,0
77049,0
71004,0
2758,1
40248,0
160658,1
103201,1
22773,0
43252,0
92776,0
2187,1
69664,0
55452,1
90484,1
66684,0
72433,0
2614,1
6741,1
71943,1
3468,1
171247,1
13655,0
60951,1
103899,1
65856,0
168273,1
80490,0
27751,0
25807,0
66104,1
171307,1
70836,0
99302,1
40313,0
9638,1
43151,0
156014,1
58343,1
2283,1
7419,0
104438,0
135682,1
6108,0
9541,1
13734,0
76571,0
83597,1
65377,1
23951,0
11160,1
76947,0
76594,1
17417,0
82134,0
96619,1
17317,0
10437,0
35277,0
3597,1
7119,1
84478,0
140359,1
73641,0
9182,0
2876,1
70193,0
73798,1
144429,1
40415,0
6172,1
8387,0
55855,1
47158,1
65919,0
44525,0
39343,0
23481,0
3854,1
79257,0
68855,1
29993,0
113227,1
21482,0
4930,1
172362,1
80765,0
46462,0
2943,1
47183,0
36142,0
34033,0
44405,0
60896,1
86542,0
107317,0
32826,0
105701,1
12154,1
6422,1
11297,0
93702,1
103456,1
61663,1
81265,0
145102,1
58965,1
56735,1
64984,1
32003,0
31400,0
93877,1
8401,1
151144,1
34560,0
24734,0
7842,1
158398,1
46495,0
38839,0
40948,0
41814,0
92971,1
74722,0
33480,0
10292,1
11320,0
58320,1
30014,0
31085,0
151137,1
3047,0
66688,0
66870,0
82500,0
49547,1
49968,1
38572,0
2591,0
25447,0
99842,1
139653,1
27395,0
9617,0
68010,1
2876,1
3631,1
49599,1
38891,0
45508,0
75665,0
83419,1
19887,0
7563,0
9856,1
75513,0
46283,1
75712,0
20733,0
37712,0
415,1
34700,0
31595,0
65740,1
68430,1
114889,1
57025,1
68878,0
73054,1
3494,1
2337,1
49365,1
129574,1
102263,1
79240,0
70821,1
53774,1
7517,0
27432,0
8110,1
68540,1
46783,1
66799,0
50323,1
92001,1
70561,0
87065,0
31379,0
73649,0
90670,1
19554,0
17964,0
37803,0
38471,0
40459,0
37278,0
60869,1
52013,1
69150,0
1247,1
97257,1
29515,0
21895,0
119522,1
60296,1
94027,1
31059,0
2568,1
41268,0
96708,1
2559,1
166,0
101323,0
126266,1
43427,0
40771,0
35441,0
102377,0
20402,0
39040,0
52927,1
25106,0
41536,0
10894,0
55600,1
66775,1
39393,0
42758,0
47406,1
7618,1
83982,1
101794,1
67596,1
105254,1
140671,1
107135,0
90237,1
74211,0
77026,0
8424,0
65036,1
151527,1
42329,0
2700,1
68059,1
38082,0
11066,1
63309,1
31932,0
18180,0
1218,0
3494,1
66589,1
66132,0
1738,0
51945,1
25712,0
4386,1
26861,0
20529,0
10904,1
107323,1
9197,1
98240,0
63838,1
2331,1
30792,0
165738,1
31937,0
4853,0
38233,0
29976,0
38269,0
75131,1
96094,1
78311,0
14082,0
24396,0
964,1
9986,1
8173,1
77812,0
83748,1
8202,1
47287,0
34189,0
87687,1
5077,1
70359,0
36895,0
37273,0
24086,0
4754,0
8297,0
13141,1
45899,1
51250,1
26069,0
77551,1
20095,0
5605,1
32532,0
31271,0
53005,1
76890,0
10300,0
106283,1
22686,0
4473,1
71127,0
89532,1
67987,0
43554,0
47158,1
164024,1
64186,1
172177,1
3308,1
14239,0
109131,1
65528,0
11642,0
58694,1
34119,0
128453,1
66226,1
130100,1
50045,1
866,0
48315,1
47084,1
38211,0
111655,1
91624,1
72474,0
2416,1
66617,0
70709,0
36300,0
93489,1
144671,1
35590,0
4596,0
2365,1
109706,1
20208,0
7014,1
81163,0
5177,0
36393,0
10512,0
40539,0
6225,1
31245,0
4178,1
104701,1
36833,0
57674,1
2691,0
21994,0
79551,0
22464,0
102329,1
4078,1
35835,0
3313,0
24060,0
75862,1
35374,0
64009,1
56188,1
47553,1
154776,1
998,0
101604,1
45820,0
65021,1
37613,0
71087,0
34679,0
19766,0
91357,1
2541,1
96553,1
6770,0
19538,0
28100,0
115260,1
8088,1
6973,1
37332,0
31954,0
4900,0
75472,0
54256,1
142231,1
7398,1
30017,0
45109,0
46651,1
72902,1
71677,0
68697,1
7768,1
87351,1
44339,1
35926,0
77996,0
108634,1
110742,0
4623,0
8318,1
78720,0
46218,0
7727,1
39949,0
34111,0
5522,1
17736,0
31707,0
76673,0
5063,0
60397,1
10896,1
75092,1
73901,0
105850,1
2602,1
95816,1
5082,1
3744,1
126566,1
40133,0
46690,0
69353,1
47638,1
104918,1
146392,1
62478,1
93821,1
85538,1
63236,1
25361,0
133892,1
45297,0
44541,0
110404,0
31672,0
79151,0
81528,0
76044,0
37223,0
92122,1
79991,0
50414,1
69763,0
81076,1
112415,1
19205,0
98849,1
35744,0
8162,0
57893,1
70012,0
28440,0
25290,0
169498,1
142955,1
19188,0
4755,1
33777,0
34182,0
7668,1
13816,0
113363,1
41702,0
90484,1
11729,0
12820,0
17313,0
42097,0
86975,1
124635,1
44325,1
1694,1
860,0
2929,0
71119,0
64926,1
78891,0
31965,0
24021,0
34510,0
45118,0
23588,0
172788,1
9534,1
39147,0
3218,0
152614,1
105154,1
94145,1
118659,1
7181,0
63341,1
42970,0
23537,0
55077,1
3971,1
34352,0
73803,1
29828,0
32226,0
90994,1
75970,0
48064,1
70150,1
30854,0
11621,1
43406,0
39112,0
6730,1
5839,1
74966,0
32138,0
21570,0
146000,1
58674,1
72410,0
95734,1
92163,1
25938,0
765,1
169982,1
78104,1
47007,0
46618,0
19176,0
18342,0
36155,0
41050,0
5302,1
11549,0
29901,0
81882,1
96976,1
24751,0
115955,0
1815,0
123360,1
44829,1
57566,1
2948,1
33580,0
19269,0
126743,1
111437,1
22390,0
100120,0
79224,0
2330,0
112809,1
30642,0
80288,0
77613,1
76817,0
42870,0
29343,0
17121,0
9430,0
74470,0
84466,0
14132,0
71608,0
33749,0
74421,0
98177,1
42149,0
50935,1
38723,0
107454,0
24161,0
82808,0
116896,1
3473,1
6601,0
50076,1
109261,1
883,0
28047,0
24703,0
1875,0
76206,0
56363,1
72192,0
5418,1
63176,1
4129,1
3273,1
54257,1
75082,0
27953,0
28117,0
95594,1
61301,1
26878,0
54173,1
17968,0
37455,0
80752,1
60984,1
19650,0
122505,1
103197,1
106730,1
71255,1
4526,1
154450,1
66584,0
31687,0
50819,1
2777,1
129685,1
154845,1
72512,0
119705,1
32202,0
41992,0
171875,1
173,0
108588,1
5445,0
15305,0
72881,0
35104,0
25065,0
84556,0
39525,0
26314,0
63824,1
101552,1
6831,1
83195,1
36358,0
31961,0
16855,0
33608,0
29283,0
134247,1
26540,0
52010,1
43004,0
39429,0
66069,0
5472,1
116101,1
7644,1
102694,0
5738,1
32344,0
41754,0
69518,0
39191,0
125032,1
65060,1
32430,0
39864,0
31324,0
12655,0
102553,1
111431,1
42209,0
81407,0
8318,1
8451,1
11243,1
1156,1
39240,0
49793,1
2253,1
47945,1
107076,1
42383,0
11923,0
75485,1
20798,0
107643,0
76463,0
73123,1
109849,1
169445,1
1827,0
95898,1
31119,0
32275,0
78904,0
5021,1
8378,1
25313,0
46897,0
40667,0
117695,1
92041,1
42475,0
109549,1
99470,1
79162,0
25583,0
39743,0
45157,1
43695,0
77508,0
13572,0
79478,0
35381,0
124078,1
113225,1
50365,1
65313,1
38099,0
6137,1
124272,1
30742,0
32250,0
9702,1
72648,1
4311,1
79892,0
31635,0
1896,1
42693,0
5312,1
38041,0
118711,1
49639,1
24392,0
23546,0
8902,0
110750,1
70552,0
27732,0
104615,1
64002,1
10192,0
74820,0
43084,0
49901,1
4039,1
135890,1
42725,0
142478,1
7350,0
140530,1
22663,0
5455,1
6319,0
108237,1
57517,1
89266,1
4620,1
60008,1
81217,0
32471,0
20264,0
52205,1
32031,0
8084,1
86932,1
56861,1
10537,1
15516,0
26123,0
50847,1
30908,0
26591,0
4673,1
8946,1
46375,0
39627,0
36228,0
97279,1
117613,1
47406,1
37912,0
2556,1
41048,0
42545,0
21310,0
78329,0
46783,1
9856,0
2561,1
109553,0
75313,1
66125,1
97677,1
87556,1
108346,0
76443,0
5909,0
74725,0
11403,1
117663,1
30103,0
68772,0
31657,0
33105,0
2578,0
77285,1
95183,1
69899,1
99991,1
87893,0
7292,0
81363,0
81077,0
44111,0
56227,1
41257,0
94159,1
79372,0
81016,0
50778,1
59879,1
29708,0
9366,0
153318,1
68710,1
75199,0
13894,0
33343,0
78552,0
67198,0
47211,0
67598,0
168279,1
75871,0
70988,0
127734,1
86359,1
169111,1
7426,1
64686,0
30225,0
42526,0
74982,0
155587,1
16809,0
59652,1
69609,0
61152,1
39109,0
8997,0
62677,0
55947,1
49236,1
73054,1
92319,0
123501,1
109136,1
50686,1
88319,1
22562,0
3862,0
831,1
54971,1
33350,0
57074,1
25533,0
111365,1
10698,0
32682,0
2115,0
47096,1
47193,1
25026,0
79207,0
3804,1
111100,1
45729,0
45412,0
113260,1
45401,0
65183,1
20989,0
37954,0
42182,0
63810,1
62258,1
72054,1
102896,1
38350,0
26727,0
24350,0
4584,0
10946,1
47642,1
96739,1
70760,1
11320,1
23616,0
3874,1
27949,0
66483,1
31079,0
4745,1
33610,0
3834,1
92435,1
9866,1
80985,0
9611,1
5651,1
84446,1
97678,1
70278,0
58957,1
33439,0
45263,0
76870,0
5523,1
74708,1
8012,1
46014,0
68395,1
13413,0
13026,0
47290,0
97382,1
107882,1
2416,1
34680,0
3971,1
1883,1
146621,1
127613,1
32578,0
43510,0
101408,0
37992,0
95624,0
78364,0
40240,0
19374,0
66851,0
43553,0
31650,0
63504,1
11795,1
145854,1
43288,0
50406,1
52414,1
41731,0
37831,0
67401,0
10810,0
113790,1
56740,1
11877,1
66940,0
61145,1
12813,0
36547,0
4822,0
76224,0
98522,1
75949,1
38055,0
109814,0
24444,0
54293,1
80324,1
26579,0
40271,0
45119,1
138073,1
2396,1
52226,1
101090,0
5696,0
3046,1
30093,0
78920,0
9151,0
77551,1
37307,0
5628,0
68362,1
37212,0
23816,0
46262,1
65265,1
62222,1
41355,0
95302,1
56383,1
109431,1
101607,1
113271,0
815,1
3088,1
87043,1
6969,1
81803,0
154128,1
43771,1
123592,1
12155,0
743,1
15259,0
2336,1
103134,1
60038,1
54532,1
77191,0
37979,0
2174,1
39025,0
29203,0
1186,0
37179,0
52953,1
33342,0
42262,0
24983,0
3814,1
92786,0
31440,0
39400,0
53375,1
8050,1
5122,1
98665,1
87531,1
25428,0
18208,0
81720,1
72191,1
92131,1
24010,0
8537,0
44420,1
15819,0
3873,1
78086,0
5935,0
52455,1
14790,0
166710,1
22783,0
50938,1
113177,1
51848,1
58045,1
56123,1
66605,1
116320,1
49917,1
10656,0
66426,1
66516,1
38914,0
44864,1
109142,1
74034,0
18698,0
41421,0
52094,1
34101,0
139404,1
7085,0
92902,0
67774,1
89545,1
121569,1
38567,0
97009,1
38386,0
70555,0
164567,1
39403,0
2791,1
2994,1
9186,1
88493,1
42346,0
26814,0
101057,1
38234,0
191,0
20466,0
56212,1
99396,1
44706,1
81442,0
91440,1
86633,1
28949,0
133250,1
81730,1
108986,1
82113,1
25490,0
33890,0
114401,0
376,0
92477,1
14643,0
63139,1
103899,1
19459,0
77336,0
96692,1
74880,0
109441,1
12321,0
76941,1
100697,0
6499,1
70700,0
60951,1
11472,1
30262,0
27216,0
4591,1
110347,1
143234,1
7441,1
54259,1
76033,0
36205,0
104357,1
41185,0
31343,0
91338,1
104290,0
50062,1
31421,0
27176,0
8771,1
11362,1
122690,1
37581,0
111710,1
148816,1
11592,1
64725,1
75124,0
560,0
115087,1
2900,1
69607,0
481,1
77247,0
10276,1
86646,1
36398,0
60211,1
5326,0
31081,0
21548,0
71121,0
33600,0
81456,1
24299,0
27322,0
10456,0
59167,1
42115,0
10838,0
42102,0
143996,1
67133,1
114706,1
52203,1
11083,0
115270,0
49303,1
49655,1
66244,1
8210,1
41193,0
28818,0
92291,0
5356,1
27043,0
12006,0
42758,0
124126,1
110969,0
82219,0
2760,1
11329,1
89342,1
57266,1
39219,0
69887,0
151764,1
30057,0
39575,0
56924,1
67697,0
111862,0
143548,1
34884,0
70091,1
104540,0
80628,1
85583,1
77459,1
65630,0
7709,1
7988,0
25204,0
13607,0
78543,0
11979,0
5589,1
11692,1
3108,1
104634,1
96388,1
16758,0
40456,0
107904,1
42428,0
40700,0
50073,1
97655,1
10231,1
51102,1
44250,0
105731,0
4723,0
77530,0
27015,0
11285,1
6146,1
22900,0
149780,1
21515,0
67433,0
151113,1
22170,0
66641,0
81791,1
46746,0
6558,1
3129,1
7214,1
82344,1
47608,1
221,0
1160,1
71848,0
70079,0
135690,1
65496,0
30216,0
33059,0
104047,1
47154,1
1021,0
83729,0
38806,0
2830,1
40227,0
38833,0
67199,0
78028,0
17668,0
92313,1
25171,0
61079,1
257,0
13562,0
4453,0
139587,1
31247,0
35466,0
83979,1
22319,0
3117,1
87757,1
36392,0
2649,0
40878,0
96907,1
33961,0
68632,0
44375,0
4439,1
30890,0
166483,1
13231,0
69016,0
41316,0
49866,1
52345,1
26327,0
45301,0
2881,1
73728,1
106179,1
110659,1
14556,0
2809,1
46488,0
3575,1
92184,1
41966,0
17367,0
29537,0
139623,1
73811,0
95916,1
20801,0
129866,1
67503,0
37501,0
128981,1
76491,0
2354,0
137343,1
10934,0
74481,0
96016,1
7838,1
46104,0
80027,0
39372,0
9102,1
166869,1
5386,1
36208,0
16100,0
110075,1
56497,1
7466,0
34737,0
110500,1
33021,0
3045,1
24723,0
142960,1
15330,0
31315,0
66253,1
22586,0
95433,1
42364,0
42900,0
143871,1
122353,1
25724,0
4345,1
2623,1
67561,0
92552,1
74070,0
27108,0
23006,0
3247,1
42775,0
31546,0
13202,0
68853,0
78747,0
123819,1
59503,1
39227,0
22580,0
4418,0
136213,1
84897,0
171724,1
15849,0
76599,0
25095,0
69899,1
149694,1
1140,0
26745,0
12591,0
92270,1
55134,1
75803,0
50220,1
77081,0
36477,0
79996,0
66630,0
20355,0
72594,0
35170,0
47261,0
21901,0
139873,1
44430,0
46969,1
11501,1
92512,1
45455,0
7649,1
3356,1
3726,1
39309,0
28560,0
2494,1
61000,1
58480,1
44100,1
1661,1
47458,0
72902,1
35929,0
90438,1
45440,1
46873,0
78527,0
138582,1
114104,1
35010,0
55711,1
47574,0
13070,0
10380,1
37479,0
93346,1
33675,0
75927,0
7268,1
59026,1
14905,0
69280,1
75799,0
67802,1
3366,0
5081,1
41818,0
13658,0
133794,1
135941,1
38475,0
57790,1
27723,0
65775,1
30019,0
2328,1
45458,0
85755,1
15097,0
88981,1
27963,0
8196,0
6402,0
47167,0
79010,0
838,0
9052,0
27118,0
20093,0
38724,0
75890,0
89162,1
40499,0
39708,0
25262,0
3364,1
24412,0
15193,0
152925,1
34559,0
26377,0
21767,0
63238,1
67260,1
48303,1
79217,0
43289,0
79328,0
10997,1
119672,1
81604,0
96418,1
80216,0
102627,0
25008,0
85855,1
26417,0
80935,0
78050,0
22365,0
70506,1
41264,0
78660,0
2802,1
40936,0
89452,1
19237,0
125741,1
4533,1
142116,1
40345,0
69388,0
91845,1
34699,0
3570,1
11449,0
125752,1
2806,1
109422,1
33495,0
108275,1
8573,0
42665,0
4804,1
56678,1
40325,0
31595,0
925,0
136866,1
43087,0
76245,0
81015,0
117772,1
10658,0
18599,0
152045,1
5372,1
40987,0
41854,0
146388,1
10555,0
94030,1
42276,0
109000,0
10413,0
3639,1
14126,0
11432,1
39617,0
43785,0
73646,0
71645,1
77177,0
42596,0
4629,0
36635,0
77566,1
3960,1
79295,0
26192,0
44484,0
70931,1
6790,1
481,1
6961,1
25185,0
109644,1
10510,1
56735,1
3113,1
40956,0
38877,0
25676,0
90814,1
17352,0
37267,0
6105,0
77536,1
20187,0
56618,1
23455,0
40681,0
18497,0
152166,1
35759,0
10145,1
55972,1
4016,0
16672,0
116333,1
38557,0
38014,0
11001,1
54648,1
12968,1
33010,0
35556,0
11394,0
6585,0
73851,0
82106,0
140881,1
71695,0
95790,1
4372,1
12720,0
16942,0
2831,1
37945,0
35664,0
48736,1
109431,1
2829,0
75224,0
71419,0
33477,0
5132,1
50726,1
137010,1
47280,0
73139,0
45243,1
106123,1
29776,0
145943,1
33278,0
43022,0
36156,0
41436,0
1677,1
8276,1
25219,0
41279,0
37684,0
34813,0
90450,1
16105,0
16772,0
43539,0
40949,0
98770,1
208,0
128169,1
11840,1
28196,0
74926,0
47686,0
43073,0
105320,1
126010,1
35527,0
41411,0
164392,1
11841,0
145384,1
61824,1
5458,0
55389,1
11527,1
39086,0
87759,1
29002,0
56439,1
38987,0
108534,0
4223,1
102592,1
1816,0
72428,0
23891,0
91744,1
106649,1
73847,1
49840,1
67610,1
34956,0
2662,0
1848,1
70058,0
56841,1
5816,1
17783,0
102805,1
80166,0
9436,0
19982,0
10750,1
53062,1
1193,1
87954,1
29748,0
7703,1
73596,0
39489,0
66547,0
42000,0
55544,1
2830,1
87349,1
43524,0
39592,0
35061,0
10106,1
44027,1
81168,1
47025,0
39691,0
128956,1
19644,0
40157,0
5670,0
